ticket_id,created_at,category,priority,status,subject,request_text,answer_text,tags,raw_text,clean_text,cluster_id
TCK-0310,2026-03-01,Performance,Medium,Closed,C: fast voll wegen OneDrive/Sync,"Mein C: ist fast voll, OneDrive synchronisiert sehr viel.","Bitte prüfe in OneDrive, welche Ordner offline verfügbar sind. Stelle große Ordner auf „Nur online“, damit sie keinen lokalen Speicher belegen. Alternativ kannst du den OneDrive-Speicherort (je nach Policy) auf ein anderes Laufwerk verschieben. Wenn du mir sagst, welche Ordner groß sind, gebe ich dir eine Empfehlung.",speicherplatz;onedrive;sync;nur-online,"C: fast voll wegen OneDrive/Sync Mein C: ist fast voll, OneDrive synchronisiert sehr viel.","c: fast voll wegen onedrive/sync mein c: ist fast voll, onedrive synchronisiert sehr viel.",8
TCK-0311,2026-03-02,Stabilität,Medium,Closed,Outlook friert beim Senden ein,Beim Senden bleibt Outlook hängen und reagiert nicht mehr.,"Bitte prüfe zuerst die Größe der Mail/Anhänge. Starte Outlook im abgesicherten Modus und teste ohne Add-ins. Wenn es weiter passiert: OST-Datei neu erstellen (Konto entfernen/neu hinzufügen) und Windows-Updates prüfen. Falls du VPN nutzt, teste einmal ohne VPN (Netzwerk kann das Senden blockieren).",outlook;friert-ein;senden;addins,Outlook friert beim Senden ein Beim Senden bleibt Outlook hängen und reagiert nicht mehr.,outlook friert beim senden ein beim senden bleibt outlook hängen und reagiert nicht mehr.,0
TCK-0312,2026-03-02,Performance,Low,Closed,PC langsam – viele Autostart-Programme,"Mein Rechner ist seit Wochen langsam, besonders nach dem Hochfahren.","Bitte öffne Task-Manager -> Autostart und deaktiviere Programme, die du nicht direkt brauchst (z. B. Updater/Chat-Tools). Prüfe außerdem, ob der freie Speicherplatz auf C: mindestens 10–15% beträgt. Ein Neustart (nicht Herunterfahren) kann helfen, da Windows Schnellstart sonst Probleme behält.",autostart;langsam;boot;windows,"PC langsam – viele Autostart-Programme Mein Rechner ist seit Wochen langsam, besonders nach dem Hochfahren.","pc langsam – viele autostart-programme mein rechner ist seit wochen langsam, besonders nach dem hochfahren.",2
TCK-0313,2026-03-03,Performance,Medium,Closed,Hohe RAM-Auslastung – PC wird träge,Nach ein paar Stunden Arbeit ist der PC träge und RAM ist fast voll.,"Bitte prüfe im Task-Manager, welche Programme den meisten Speicher nutzen (Browser mit vielen Tabs, Teams, IDEs). Schließe testweise große Programme und starte Teams/Browser neu. Wenn der RAM regelmäßig voll läuft, können wir prüfen, ob ein Memory Leak vorliegt oder ob ein Upgrade nötig ist (falls erlaubt).",ram;memory;performance;task-manager,Hohe RAM-Auslastung – PC wird träge Nach ein paar Stunden Arbeit ist der PC träge und RAM ist fast voll.,hohe ram-auslastung – pc wird träge nach ein paar stunden arbeit ist der pc träge und ram ist fast voll.,2
TCK-0314,2026-03-03,Stabilität,High,Closed,PC friert komplett ein – nur Neustart hilft,Mehrmals am Tag friert der PC komplett ein. Maus/Tastatur reagieren nicht.,"Bitte notiere Zeitpunkt und was du gerade gemacht hast (Teams-Call, Docking, PDF, etc.). Prüfe, ob ein bestimmtes Gerät angeschlossen ist (Dock/Monitor/USB). Ich schaue in die Windows-Ereignisanzeige (Kritische Fehler/BlueScreen-Logs) und prüfe Treiber-Updates (Grafik/Docking/Chipset).",freeze;haengt;ereignisanzeige;treiber,PC friert komplett ein – nur Neustart hilft Mehrmals am Tag friert der PC komplett ein. Maus/Tastatur reagieren nicht.,pc friert komplett ein – nur neustart hilft mehrmals am tag friert der pc komplett ein. maus/tastatur reagieren nicht.,0
TCK-0315,2026-03-04,Performance,Medium,Closed,"Nach Windows-Update: Lüfter laut, Akku schnell leer",Seit dem Update läuft der Lüfter ständig und der Akku ist schnell leer.,"Bitte prüfe im Task-Manager, ob ein Prozess dauerhaft CPU nutzt (z. B. Indexierung/Defender). Stelle den Energiemodus auf „Ausbalanciert“ und lasse das Gerät am Strom, bis Hintergrundaufgaben abgeschlossen sind. Wenn es länger als 24h so bleibt, prüfen wir Treiber (Grafik/ACPI) und installierte Updates.",windows-update;akku;cpu;luefter,"Nach Windows-Update: Lüfter laut, Akku schnell leer Seit dem Update läuft der Lüfter ständig und der Akku ist schnell leer.","nach windows-update: lüfter laut, akku schnell leer seit dem update läuft der lüfter ständig und der akku ist schnell leer.",2
TCK-0401,2026-02-25,Lizenz,High,Closed,Office Lizenz abgelaufen – Apps im Nur-Lesen-Modus,"In Word/Excel steht, dass die Lizenz abgelaufen ist und alles ist nur noch „Nur Lesen“.","Bitte melde dich in einer Office-App oben rechts ab und wieder mit deinem Firmenkonto an. Prüfe außerdem, ob du im richtigen Konto (geschäftlich) angemeldet bist. Wenn die Lizenz weiterhin als abgelaufen angezeigt wird, weise ich dir die passende M365-Lizenz erneut zu und du startest die Apps danach neu.",office;lizenz;abgelaufen;m365,"Office Lizenz abgelaufen – Apps im Nur-Lesen-Modus In Word/Excel steht, dass die Lizenz abgelaufen ist und alles ist nur noch „Nur Lesen“.","office lizenz abgelaufen – apps im nur-lesen-modus in word/excel steht, dass die lizenz abgelaufen ist und alles ist nur noch „nur lesen“.",1
TCK-0402,2026-02-25,Lizenz,Medium,Closed,Adobe Lizenz abgelaufen – Anmeldung erforderlich,Adobe zeigt „Lizenz abgelaufen“ und ich kann keine PDFs mehr bearbeiten.,"Bitte öffne die Creative Cloud App und melde dich ab/an. Stelle sicher, dass du mit dem Firmen-Adobe-Account angemeldet bist (nicht privat). Wenn die Lizenz trotzdem fehlt, prüfe ich die Zuweisung in der Admin-Konsole und ordne dir die richtige Produktlizenz zu.",adobe;lizenz;abgelaufen;creative-cloud,Adobe Lizenz abgelaufen – Anmeldung erforderlich Adobe zeigt „Lizenz abgelaufen“ und ich kann keine PDFs mehr bearbeiten.,adobe lizenz abgelaufen – anmeldung erforderlich adobe zeigt „lizenz abgelaufen“ und ich kann keine pdfs mehr bearbeiten.,6
TCK-0403,2026-02-26,Lizenz,Medium,Closed,Aktivierung schlägt fehl – falscher Account,Beim Aktivieren von Office kommt „Account not eligible“ bzw. Aktivierung fehlgeschlagen.,"Das passiert meist, wenn ein falsches Konto verwendet wird (privat statt Firmenkonto) oder keine Lizenz zugewiesen ist. Bitte melde dich komplett ab und nur mit dem Firmenkonto wieder an. Ich prüfe parallel, ob dir die passende Lizenz zugeordnet ist und weise sie ggf. zu.",aktivierung;office;account;eligible,Aktivierung schlägt fehl – falscher Account Beim Aktivieren von Office kommt „Account not eligible“ bzw. Aktivierung fehlgeschlagen.,aktivierung schlägt fehl – falscher account beim aktivieren von office kommt „account not eligible“ bzw. aktivierung fehlgeschlagen.,1
TCK-0404,2026-02-26,Lizenz,High,Closed,Aktivierung mit Key funktioniert nicht,"Ich habe einen Produkt-Key, aber bei der Eingabe kommt „Ungültig“ oder „Kann nicht aktiviert werden“.","Bei Firmeninstallationen läuft die Aktivierung meist über Konto/Lizenzzuweisung, nicht über Keys. Bitte aktiviere über „Anmelden“ mit dem Firmenkonto. Wenn ein Key zwingend nötig ist, brauche ich die genaue Fehlermeldung und die Produktversion, um zu prüfen, ob der Key zur Edition passt.",key;aktivierung;office;edition,"Aktivierung mit Key funktioniert nicht Ich habe einen Produkt-Key, aber bei der Eingabe kommt „Ungültig“ oder „Kann nicht aktiviert werden“.","aktivierung mit key funktioniert nicht ich habe einen produkt-key, aber bei der eingabe kommt „ungültig“ oder „kann nicht aktiviert werden“.",1
TCK-0405,2026-02-27,Lizenz,Medium,Closed,Zu viele Geräte aktiviert (Office),"Ich bekomme die Meldung, dass zu viele Geräte aktiviert sind und Office nicht mehr geht.",Bitte gehe in deinem Microsoft-Konto/Office-Portal in die Geräteverwaltung und deaktiviere alte Geräte (z. B. alte Laptops). Alternativ kann ich eine Lizenz-Neuzuordnung anstoßen. Danach Office neu starten und erneut anmelden.,zu-viele-geraete;office;deaktivieren;geraete,"Zu viele Geräte aktiviert (Office) Ich bekomme die Meldung, dass zu viele Geräte aktiviert sind und Office nicht mehr geht.","zu viele geräte aktiviert (office) ich bekomme die meldung, dass zu viele geräte aktiviert sind und office nicht mehr geht.",1
TCK-0406,2026-02-27,Lizenz,Medium,Closed,Zu viele Geräte aktiviert (Adobe),"Adobe meldet, dass ich die maximale Anzahl an Aktivierungen erreicht habe.","Bitte melde dich in der Creative Cloud App ab und wähle „Auf allen Geräten abmelden“ (Sign out from all devices). Danach meldest du dich am aktuellen Gerät wieder an. Falls du keinen Zugriff mehr auf alte Geräte hast, kann ich die Aktivierungen administrativ zurücksetzen.",adobe;zu-viele-geraete;aktivierungen;reset,"Zu viele Geräte aktiviert (Adobe) Adobe meldet, dass ich die maximale Anzahl an Aktivierungen erreicht habe.","zu viele geräte aktiviert (adobe) adobe meldet, dass ich die maximale anzahl an aktivierungen erreicht habe.",1
TCK-0407,2026-02-28,Lizenz,Low,Closed,Office zeigt „Produkt deaktiviert“ nach Passwortwechsel,Nach meinem Passwortwechsel ist Office plötzlich deaktiviert.,"Bitte melde dich in Office einmal ab und wieder an, damit der Token erneuert wird. Prüfe auch gespeicherte Anmeldedaten im Windows-Anmeldeinformationsmanager. Danach Office neu starten. Wenn es weiter deaktiviert bleibt, prüfe ich die Lizenzzuweisung im M365 Admin Center.",office;deaktiviert;passwortwechsel;token,Office zeigt „Produkt deaktiviert“ nach Passwortwechsel Nach meinem Passwortwechsel ist Office plötzlich deaktiviert.,office zeigt „produkt deaktiviert“ nach passwortwechsel nach meinem passwortwechsel ist office plötzlich deaktiviert.,1
TCK-0408,2026-02-28,Lizenz,Medium,Closed,Aktivierung scheitert wegen Proxy/Netzwerk,"Die Aktivierung klappt im Büro, aber im Homeoffice/VPN nicht.","Bitte teste einmal ohne VPN oder mit stabiler Verbindung. Aktivierung benötigt Zugriff auf Lizenzserver. Prüfe, ob Datum/Uhrzeit korrekt sind. Wenn ihr einen Proxy nutzt, kann das blockieren – ich kann die freizugebenden Domains prüfen. Sende mir bitte die genaue Fehlermeldung und ob du über VPN verbunden bist.",aktivierung;vpn;proxy;netzwerk,"Aktivierung scheitert wegen Proxy/Netzwerk Die Aktivierung klappt im Büro, aber im Homeoffice/VPN nicht.","aktivierung scheitert wegen proxy/netzwerk die aktivierung klappt im büro, aber im homeoffice/vpn nicht.",1
TCK-0409,2026-03-01,Lizenz,Medium,Closed,Lizenz für neues Tool anfragen (Jira),"Ich brauche eine Jira-Lizenz für das Projekt, aktuell habe ich keinen Zugriff.","Bitte sende mir: Projektname, benötigte Rolle (z. B. User/Admin), Begründung und idealerweise eine kurze Freigabe durch Projektleitung. Danach kann ich die Lizenz zuweisen bzw. den Antrag im Lizenzsystem stellen. Du erhältst eine Bestätigung, sobald die Zuweisung aktiv ist.",lizenz;anfrage;jira;zugriff,"Lizenz für neues Tool anfragen (Jira) Ich brauche eine Jira-Lizenz für das Projekt, aktuell habe ich keinen Zugriff.","lizenz für neues tool anfragen (jira) ich brauche eine jira-lizenz für das projekt, aktuell habe ich keinen zugriff.",6
TCK-0410,2026-03-01,Lizenz,Low,Closed,Lizenz für neues Tool anfragen (Confluence),"Ich soll Dokumentation in Confluence pflegen, aber ich habe keinen Zugang.","Ich kann dir eine Confluence-Lizenz zuweisen, sobald die Projektverantwortlichen bestätigt haben, dass du Zugriff benötigst. Bitte nenne Space/Projekt und die verantwortliche Person. Danach füge ich dich hinzu und du solltest innerhalb kurzer Zeit Zugriff haben.",lizenz;anfrage;confluence;space,"Lizenz für neues Tool anfragen (Confluence) Ich soll Dokumentation in Confluence pflegen, aber ich habe keinen Zugang.","lizenz für neues tool anfragen (confluence) ich soll dokumentation in confluence pflegen, aber ich habe keinen zugang.",6
TCK-0411,2026-03-02,Lizenz,High,Closed,Adobe Sign/Acrobat Pro benötigt – aktuelle Lizenz reicht nicht,"Ich kann PDFs nicht bearbeiten/konvertieren. Ich glaube, ich brauche Acrobat Pro.","Bitte bestätige kurz, welche Funktion du brauchst (Bearbeiten, OCR, Signieren) und für welches Projekt. Wenn eine Pro-Lizenz erforderlich ist, brauche ich die Kostenstellenfreigabe oder die Zustimmung der Teamleitung. Danach kann ich die Lizenz zuweisen und du meldest dich in der Creative Cloud neu an.",adobe;acrobat-pro;lizenzupgrade;anfrage,"Adobe Sign/Acrobat Pro benötigt – aktuelle Lizenz reicht nicht Ich kann PDFs nicht bearbeiten/konvertieren. Ich glaube, ich brauche Acrobat Pro.","adobe sign/acrobat pro benötigt – aktuelle lizenz reicht nicht ich kann pdfs nicht bearbeiten/konvertieren. ich glaube, ich brauche acrobat pro.",6
TCK-0412,2026-03-02,Lizenz,Medium,Closed,Office Aktivierung Fehlercode (0xC004F074),Bei der Aktivierung bekomme ich Fehlercode 0xC004F074.,"Das ist oft ein Aktivierungs-/KMS-Kommunikationsproblem. Bitte prüfe Datum/Uhrzeit und Netzwerkverbindung (im Firmennetz oder VPN). Starte den PC neu und versuche es erneut. Wenn es bleibt, sende mir den Screenshot; ich prüfe, ob KMS/Token oder die installierte Office-Edition nicht zur Lizenz passt.",office;aktivierung;fehlercode;kms,Office Aktivierung Fehlercode (0xC004F074) Bei der Aktivierung bekomme ich Fehlercode 0xC004F074.,office aktivierung fehlercode (0xc004f074) bei der aktivierung bekomme ich fehlercode 0xc004f074.,1
TCK-0413,2026-03-03,Lizenz,Low,Closed,Lizenz-Zuweisung dauert / nicht sichtbar,"Mir wurde gesagt, die Lizenz ist zugewiesen, aber ich sehe noch keinen Zugriff.","Bitte melde dich einmal ab und wieder an (SaaS-Tool) und warte 10–30 Minuten, da die Zuweisung manchmal verzögert propagiert. Lösche ggf. Browser-Cookies oder teste im Inkognito-Fenster. Wenn es nach 1 Stunde nicht geht, prüfe ich die Zuweisung und Gruppenmitgliedschaften.",lizenz;zuweisung;propagation;login,"Lizenz-Zuweisung dauert / nicht sichtbar Mir wurde gesagt, die Lizenz ist zugewiesen, aber ich sehe noch keinen Zugriff.","lizenz-zuweisung dauert / nicht sichtbar mir wurde gesagt, die lizenz ist zugewiesen, aber ich sehe noch keinen zugriff.",6
TCK-0414,2026-03-03,Lizenz,Medium,Closed,Lizenz für zweiten PC benötigt,Ich arbeite im Büro und zuhause an zwei Geräten. Kann ich Office auf beiden nutzen?,"Mit den meisten M365-Lizenzen kannst du Office auf mehreren Geräten nutzen, solange du dich mit deinem Firmenkonto anmeldest. Wenn du die Meldung „zu viele Geräte“ bekommst, müssen wir alte Geräte deaktivieren. Nenne mir bitte, welche Geräte aktiv sind, dann helfe ich beim Aufräumen.",office;mehrere-geraete;lizenz;geraete,Lizenz für zweiten PC benötigt Ich arbeite im Büro und zuhause an zwei Geräten. Kann ich Office auf beiden nutzen?,lizenz für zweiten pc benötigt ich arbeite im büro und zuhause an zwei geräten. kann ich office auf beiden nutzen?,6
TCK-0415,2026-03-04,Lizenz,Medium,Closed,Aktivierung schlägt fehl – „Lizenz nicht gefunden“,Beim Start von Excel steht „Keine Lizenz gefunden“.,"Bitte stelle sicher, dass du mit deinem Firmenkonto angemeldet bist und dass du Internetzugang hast. Melde dich in Office ab/an und starte den PC neu. Wenn weiterhin „Lizenz nicht gefunden“ erscheint, prüfe ich deine Lizenzzuweisung und ob du evtl. in der falschen Tenant/Organisation angemeldet bist.",office;lizenz-nicht-gefunden;aktivierung;tenant,Aktivierung schlägt fehl – „Lizenz nicht gefunden“ Beim Start von Excel steht „Keine Lizenz gefunden“.,aktivierung schlägt fehl – „lizenz nicht gefunden“ beim start von excel steht „keine lizenz gefunden“.,1
TCK-0501,2026-02-25,Netzwerk,Medium,Closed,WLAN bricht ständig ab,Mein Firmen-WLAN trennt sich alle paar Minuten. Arbeiten ist kaum möglich.,"Bitte entferne das WLAN-Profil („Bekannte Netzwerke verwalten“ -> Entfernen) und verbinde dich neu. Starte den PC einmal neu und prüfe, ob der WLAN-Treiber aktuell ist (Windows Update). Wenn möglich, teste kurz in einem anderen Raum/nahe am Access Point. Bitte nenne mir Raum/Etage und Uhrzeiten der Abbrüche für die AP-Logprüfung.",wlan;disconnect;treiber;access-point,WLAN bricht ständig ab Mein Firmen-WLAN trennt sich alle paar Minuten. Arbeiten ist kaum möglich.,wlan bricht ständig ab mein firmen-wlan trennt sich alle paar minuten. arbeiten ist kaum möglich.,4
TCK-0502,2026-02-25,Netzwerk,Low,Closed,Schlechte WLAN-Signalstärke im Meetingraum,"Im Meetingraum ist das WLAN sehr schwach, Video-Calls brechen ab.","Bitte teste, ob du dich mit dem 5GHz-Netz verbinden kannst (falls vorhanden), das ist oft stabiler. Prüfe außerdem, ob viele Geräte im Raum aktiv sind (Überlast). Ich gebe die Info an das Netzwerkteam weiter und prüfe, ob der Access Point in dem Raum richtig platziert/konfiguriert ist. Bitte nenne Raumname und ungefähre Zeiten.",wlan;signal;meetingraum;5ghz,"Schlechte WLAN-Signalstärke im Meetingraum Im Meetingraum ist das WLAN sehr schwach, Video-Calls brechen ab.","schlechte wlan-signalstärke im meetingraum im meetingraum ist das wlan sehr schwach, video-calls brechen ab.",4
TCK-0503,2026-02-26,Netzwerk,Medium,Closed,"WLAN verbunden, aber kein Internet","Ich bin mit dem WLAN verbunden, aber Internetseiten laden nicht.","Bitte trenne die WLAN-Verbindung und verbinde dich neu. Danach: `ipconfig /release` und `ipconfig /renew` (falls erlaubt) bzw. Netzwerkproblembehandlung starten. Prüfe, ob eine Proxy-Einstellung aktiv ist. Wenn es weiter besteht, sende mir einen Screenshot der WLAN-Details (IP-Adresse/Gateway).",wlan;kein-internet;ipconfig;proxy,"WLAN verbunden, aber kein Internet Ich bin mit dem WLAN verbunden, aber Internetseiten laden nicht.","wlan verbunden, aber kein internet ich bin mit dem wlan verbunden, aber internetseiten laden nicht.",7
TCK-0504,2026-02-26,Netzwerk,High,Closed,LAN funktioniert nicht nach Umzug,Ich bin umgezogen und seitdem geht mein LAN nicht mehr. WLAN geht.,"Bitte prüfe, ob das LAN-Kabel richtig eingerastet ist und ob am Port/Adapter LEDs leuchten. Teste wenn möglich ein anderes Kabel oder einen anderen Netzwerkport. Ich kann den Switch-Port prüfen (VLAN/Port deaktiviert) – dafür brauche ich Raum/Portnummer (falls am Anschluss steht) und deine MAC-Adresse.",lan;umzug;port;vlan,LAN funktioniert nicht nach Umzug Ich bin umgezogen und seitdem geht mein LAN nicht mehr. WLAN geht.,lan funktioniert nicht nach umzug ich bin umgezogen und seitdem geht mein lan nicht mehr. wlan geht.,7
TCK-0505,2026-02-27,Netzwerk,Medium,Closed,Dockingstation: LAN wird nicht erkannt,"An der Dockingstation funktioniert LAN nicht, nur WLAN.","Bitte trenne Dockingstation komplett (Strom + USB-C), warte 10 Sekunden und schließe alles neu an. Prüfe Treiber/Firmware der Dockingstation (falls eure IT das verteilt). Teste außerdem einen anderen USB-C Port. Wenn LAN am gleichen Kabel ohne Dock geht, liegt es sehr wahrscheinlich an Dock/Treiber.",lan;dockingstation;treiber;usb-c,"Dockingstation: LAN wird nicht erkannt An der Dockingstation funktioniert LAN nicht, nur WLAN.","dockingstation: lan wird nicht erkannt an der dockingstation funktioniert lan nicht, nur wlan.",7
TCK-0506,2026-02-27,Netzwerk,Medium,Closed,DNS Problem: interne Seiten nicht erreichbar,"Externe Seiten gehen, aber interne Seiten (Intranet) laden nicht.","Das klingt nach DNS. Bitte trenne VPN (falls aktiv) und teste erneut. Starte danach `ipconfig /flushdns` (falls erlaubt) und verbinde dich neu. Wenn es weiter besteht, sende mir `ipconfig /all` (ohne sensible Daten, falls nötig) oder zumindest DNS-Server-Adresse. Ich prüfe, ob der richtige DNS verteilt wird.",dns;intranet;namenaufloesung;vpn,"DNS Problem: interne Seiten nicht erreichbar Externe Seiten gehen, aber interne Seiten (Intranet) laden nicht.","dns problem: interne seiten nicht erreichbar externe seiten gehen, aber interne seiten (intranet) laden nicht.",7
TCK-0507,2026-02-28,Netzwerk,Low,Closed,Websites laden nicht wegen Proxy,"Viele Websites laden nicht, im Browser steht etwas von Proxy.","Bitte prüfe unter Windows „Proxy“ (Einstellungen -> Netzwerk & Internet -> Proxy), ob ein manueller Proxy gesetzt ist. In der Regel muss das auf „Automatisch“ stehen bzw. das Unternehmens-Skript nutzen. Deaktiviere testweise manuelle Einträge und starte den Browser neu. Wenn ihr einen Pflicht-Proxy habt, prüfe ich die korrekte Konfiguration/URL.",proxy;websites;browser;konfiguration,"Websites laden nicht wegen Proxy Viele Websites laden nicht, im Browser steht etwas von Proxy.","websites laden nicht wegen proxy viele websites laden nicht, im browser steht etwas von proxy.",7
TCK-0508,2026-02-28,Netzwerk,Medium,Closed,"„Kein Internet, gesichert“ im WLAN","Windows zeigt „Kein Internet, gesichert“ an. Ich bin verbunden, aber es geht nichts.","Bitte trenne und verbinde neu, danach PC neu starten. Prüfe, ob Datum/Uhrzeit korrekt sind (kann Captive Portal/SSL stören). Entferne das WLAN-Profil und richte es neu ein. Wenn es weiterhin so ist, könnte DHCP/DNS fehlerhaft sein – sende mir bitte IP/Gateway aus den WLAN-Details.",kein-internet;gesichert;dhcp;dns,"„Kein Internet, gesichert“ im WLAN Windows zeigt „Kein Internet, gesichert“ an. Ich bin verbunden, aber es geht nichts.","„kein internet, gesichert“ im wlan windows zeigt „kein internet, gesichert“ an. ich bin verbunden, aber es geht nichts.",7
TCK-0509,2026-03-01,Netzwerk,High,Closed,IP-Konflikt im Büro,"Ich bekomme die Meldung, dass es einen IP-Adresskonflikt gibt. Netzwerk fällt aus.","Bitte trenne LAN/WLAN kurz und verbinde neu, damit du eine neue IP per DHCP bekommst. Wenn du eine feste IP gesetzt hast, bitte wieder auf „automatisch“ umstellen. Ich prüfe parallel im DHCP/ARP-Log, ob ein Gerät deine IP doppelt nutzt. Nenne mir bitte deine IP-Adresse und den Standort.",ip-konflikt;dhcp;arp;lan,"IP-Konflikt im Büro Ich bekomme die Meldung, dass es einen IP-Adresskonflikt gibt. Netzwerk fällt aus.","ip-konflikt im büro ich bekomme die meldung, dass es einen ip-adresskonflikt gibt. netzwerk fällt aus.",4
TCK-0510,2026-03-01,Netzwerk,Medium,Closed,"LAN: verbunden, aber keine Netzlaufwerke","LAN ist verbunden, aber ich komme nicht auf Netzlaufwerke/Server.","Bitte prüfe zuerst, ob du im richtigen Netzwerk/VLAN bist (nach Umzug kann Port falsch gepatcht sein). Teste einmal eine interne Seite (Intranet). Wenn nur Laufwerke fehlen, kann auch DNS oder eine GPO fehlen. Ich prüfe Switch-Port und deine Netzwerkzuordnung; sende mir bitte Raum/Port und PC-Name.",lan;netzlaufwerk;vlan;dns,"LAN: verbunden, aber keine Netzlaufwerke LAN ist verbunden, aber ich komme nicht auf Netzlaufwerke/Server.","lan: verbunden, aber keine netzlaufwerke lan ist verbunden, aber ich komme nicht auf netzlaufwerke/server.",7
TCK-0511,2026-03-02,Netzwerk,Low,Closed,WLAN langsam zu Stoßzeiten,"Nachmittags ist WLAN extrem langsam, morgens geht es.",Das klingt nach Überlast. Bitte nenne Standort (Etage/Raum) und die Zeiten. Ich prüfe Auslastung des Access Points und ob ein Kanalwechsel/Load-Balancing nötig ist. Als Workaround: wenn möglich 5GHz nutzen oder kurz auf LAN wechseln.,wlan;langsam;ueberlast;zeiten,"WLAN langsam zu Stoßzeiten Nachmittags ist WLAN extrem langsam, morgens geht es.","wlan langsam zu stoßzeiten nachmittags ist wlan extrem langsam, morgens geht es.",4
TCK-0512,2026-03-02,Netzwerk,Medium,Closed,DNS/Proxy: nur bestimmte Seiten gehen,"Google geht, aber mehrere andere Seiten (auch externe) laden nicht.","Bitte prüfe, ob ein Proxy aktiv ist und ob im Browser eine Erweiterung (Adblock/Privacy) blockiert. Teste im Inkognito-Fenster. Falls über VPN: teste ohne VPN. Sende mir bitte 2–3 betroffene Domains und die genaue Fehlermeldung, dann kann ich DNS/Proxy-Logs gezielt prüfen.",dns;proxy;seiten-laden-nicht;browser,"DNS/Proxy: nur bestimmte Seiten gehen Google geht, aber mehrere andere Seiten (auch externe) laden nicht.","dns/proxy: nur bestimmte seiten gehen google geht, aber mehrere andere seiten (auch externe) laden nicht.",7
TCK-0513,2026-03-03,Netzwerk,Medium,Closed,"WLAN verbindet, aber trennt sofort wieder","Ich gebe das Passwort ein, WLAN verbindet kurz und trennt sofort.","Bitte entferne das WLAN-Profil komplett und verbinde neu. Prüfe, ob du das richtige Netz (z. B. Mitarbeiter vs. Gast) nutzt. Wenn ihr 802.1X verwendet, kann ein Zertifikat/Passwort-Problem vorliegen. Sende mir bitte die genaue Meldung in Windows und ob es an anderen Geräten klappt.",wlan;auth;802.1x;profil,"WLAN verbindet, aber trennt sofort wieder Ich gebe das Passwort ein, WLAN verbindet kurz und trennt sofort.","wlan verbindet, aber trennt sofort wieder ich gebe das passwort ein, wlan verbindet kurz und trennt sofort.",4
TCK-0514,2026-03-03,Netzwerk,High,Closed,Nach Umzug: Netzwerkdose ohne Funktion,"Meine neue Netzwerkdose scheint tot – kein Link, kein DHCP.","Ich prüfe die Patchung im Serverschrank (Dose ggf. nicht aufgelegt oder falscher Switch-Port). Bitte nenne mir die Dose/Nummer (steht meist auf der Blende) und deinen Raum. Falls du kannst, teste mit einem zweiten Kabel, um Kabeldefekt auszuschließen.",lan;dose;patchung;kein-link,"Nach Umzug: Netzwerkdose ohne Funktion Meine neue Netzwerkdose scheint tot – kein Link, kein DHCP.","nach umzug: netzwerkdose ohne funktion meine neue netzwerkdose scheint tot – kein link, kein dhcp.",7
TCK-0515,2026-03-04,Netzwerk,Medium,Closed,IP-Adresse bleibt 169.254.x.x,Mein PC bekommt eine 169.254… Adresse und hat kein Netzwerk.,"Das bedeutet, dass DHCP nicht erreicht wird. Bitte prüfe Kabel/Port (bei LAN) oder verbinde WLAN neu. Starte den Netzwerkadapter einmal deaktivieren/aktivieren. Wenn du an einer neuen Dose bist, könnte der Port/VLAN falsch sein. Sende mir bitte Standort + ob andere Geräte am gleichen Anschluss funktionieren.",dhcp;169.254;apipa;lan,IP-Adresse bleibt 169.254.x.x Mein PC bekommt eine 169.254… Adresse und hat kein Netzwerk.,ip-adresse bleibt 169.254.x.x mein pc bekommt eine 169.254… adresse und hat kein netzwerk.,7
TCK-0601,2026-03-05,Account,Medium,Closed,Passwort-Reset: Link abgelaufen,"Ich habe den Reset-Link aus der E-Mail geöffnet, aber es steht „Link ungültig oder abgelaufen“. Ich komme nicht rein.","Reset-Links sind zeitlich begrenzt. Bitte starte den Prozess „Passwort vergessen“ erneut und nutze den neuesten Link. Wenn du mehrere Mails bekommen hast, ist nur die letzte gültig. Falls es weiterhin fehlschlägt, prüfe bitte die Systemzeit deines PCs und gib mir den Zeitpunkt des Versuchs durch.",passwort;reset;link;abgelaufen,"Passwort-Reset: Link abgelaufen Ich habe den Reset-Link aus der E-Mail geöffnet, aber es steht „Link ungültig oder abgelaufen“. Ich komme nicht rein.","passwort-reset: link abgelaufen ich habe den reset-link aus der e-mail geöffnet, aber es steht „link ungültig oder abgelaufen“. ich komme nicht rein.",3
TCK-0602,2026-03-05,Security,High,Closed,MFA: Einmalcodes funktionieren nicht,"Ich gebe den Code aus der Authenticator-App ein, aber er wird immer abgelehnt.","Das passiert häufig bei abweichender Uhrzeit am Smartphone. Bitte aktiviere „Datum/Uhrzeit automatisch“ und öffne in der Authenticator-App (falls vorhanden) die Option „Zeitkorrektur/Synchronisieren“. Danach erneut versuchen. Wenn es weiterhin nicht klappt, kann ich die MFA-Registrierung zurücksetzen, damit du sie neu einrichten kannst (nach Identitätsprüfung).",mfa;2fa;authenticator;code;zeit,"MFA: Einmalcodes funktionieren nicht Ich gebe den Code aus der Authenticator-App ein, aber er wird immer abgelehnt.","mfa: einmalcodes funktionieren nicht ich gebe den code aus der authenticator-app ein, aber er wird immer abgelehnt.",10
